RCMC,,RCWMC,,WPCM-1,,WPCM-2,,UPCM,,WUPCM1-TCM,,WUPCM2-TCM,,MGMM,,RCSPCM,,VAM,,KSAM,,RAM,,MDM,,SDM,,MT,,JHM,,IVAM,
TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM-MT,TOCM-MT,TCM,TOCM,TCM,TOCM
1,1,1,1,28,23,11,11,11,11,18,15,1,1,21,22,26,24,18,15,31,34,1,1,1,1,30,29,26,24,32,32,20,17
1,1,1,1,25,23,12,11,12,12,18,15,1,1,20,21,29,28,18,15,32,31,1,1,1,1,26,24,29,27,33,33,22,17
1,1,1,1,24,23,13,11,17,12,18,14,1,1,21,22,26,28,18,14,32,31,1,1,1,1,30,25,27,28,33,33,20,14
1,1,1,1,24,23,12,11,12,12,18,15,1,1,22,21,26,28,18,15,32,31,1,1,1,1,30,25,26,28,33,33,18,15
1,1,1,1,24,23,13,11,14,12,16,19,1,1,22,15,28,34,16,19,25,30,1,1,1,1,31,27,28,26,32,32,16,19
1,1,1,1,25,23,1,1,13,13,18,15,1,1,22,21,30,33,18,15,27,32,1,1,1,1,26,24,30,34,28,28,18,15
1,1,1,1,17,15,25,20,26,21,24,23,1,1,1,1,13,18,26,26,34,31,1,1,1,1,16,22,13,18,32,32,26,26
1,1,1,1,13,14,29,19,29,21,23,23,1,1,1,1,15,17,23,23,34,33,1,1,1,1,20,22,15,17,31,31,28,23
1,1,1,1,19,19,29,18,29,22,14,16,1,1,1,1,27,24,13,15,34,33,1,1,1,1,23,26,27,24,31,31,21,17
1,1,1,1,31,31,29,27,30,27,25,25,1,1,1,1,16,13,19,19,33,34,1,1,1,1,16,13,16,13,22,22,24,19
1,1,1,1,19,19,31,21,32,22,13,13,1,1,1,1,24,24,15,15,34,33,1,1,1,1,28,23,24,24,29,29,18,17
1,1,1,1,13,13,23,17,23,17,25,25,1,1,1,1,15,19,27,27,33,34,1,1,1,1,22,21,15,19,31,31,30,29
1,1,1,1,17,17,22,13,22,14,29,29,1,1,1,1,19,15,26,25,34,33,1,1,1,1,24,21,19,15,31,31,27,28
1,1,1,1,13,13,23,21,30,22,28,28,1,1,1,1,18,15,24,24,34,33,1,1,1,1,20,17,19,15,31,31,24,24
1,1,1,1,23,23,22,13,21,13,27,25,1,1,1,1,16,19,26,28,33,33,1,1,1,1,15,18,16,19,31,31,30,29
1,1,1,1,14,14,29,27,29,28,23,23,1,1,1,1,16,18,21,21,33,34,1,1,1,1,13,20,16,19,31,31,25,25
1,1,1,1,22,21,15,13,16,14,28,28,1,1,1,1,24,26,17,17,34,33,1,1,1,1,30,23,24,26,31,31,17,17
1,1,1,1,22,22,16,13,15,14,31,31,1,1,1,1,17,19,27,27,34,33,1,1,1,1,21,24,17,19,25,25,27,27
1,1,1,1,22,21,15,13,16,13,27,27,1,1,1,1,17,19,23,23,34,33,1,1,1,1,31,32,17,19,29,29,23,23
1,1,1,1,17,18,15,13,16,14,25,25,1,1,1,1,19,21,27,27,34,33,1,1,1,1,23,23,19,21,31,31,27,27
1,1,1,1,26,25,15,13,15,13,18,18,1,1,1,1,27,29,18,18,34,31,1,1,1,1,17,24,27,29,32,32,18,18
1,1,1,1,18,17,15,13,15,13,27,27,1,1,1,1,19,21,29,25,34,33,1,1,1,1,24,23,19,21,31,31,30,25
1,1,1,1,22,21,15,13,16,13,27,27,1,1,1,1,17,19,25,23,34,33,1,1,1,1,30,29,17,19,31,31,26,24
1,1,1,1,24,25,15,13,16,14,26,26,1,1,1,1,29,31,20,20,34,33,1,1,1,1,19,28,29,31,17,17,20,20
1,1,1,1,24,23,15,13,16,14,29,29,1,1,1,1,17,19,21,21,34,33,1,1,1,1,25,28,17,19,31,31,26,27
1,1,1,1,17,18,15,13,15,14,27,27,1,1,1,1,21,19,27,27,34,33,1,1,1,1,24,23,21,19,25,25,27,27
1,1,1,1,25,28,15,13,15,13,24,18,1,1,1,1,29,26,22,18,31,32,1,1,1,1,21,17,29,26,33,33,22,18
1,1,1,1,21,21,14,12,14,13,27,17,1,1,1,16,23,25,29,17,32,31,1,1,1,1,28,20,23,25,33,33,30,17
1,1,1,1,21,21,14,12,14,13,28,19,1,1,1,16,26,29,24,17,32,31,1,1,1,1,23,20,26,29,33,33,24,17
1,1,1,1,22,23,13,12,16,13,30,21,1,1,1,15,26,24,28,19,31,31,1,1,1,1,18,17,26,24,33,33,28,19
1,1,1,1,25,24,14,12,14,13,26,20,1,1,1,16,27,29,21,17,31,32,1,1,1,1,23,19,27,29,33,33,21,17
1,1,1,1,22,23,14,11,15,12,30,21,1,1,13,16,26,24,28,19,33,34,1,1,1,1,18,17,26,24,31,31,28,19
1,1,1,1,21,21,14,12,14,13,25,19,1,1,11,16,28,26,23,19,31,32,1,1,1,1,30,17,28,26,33,33,23,18
1,1,1,1,21,22,14,11,15,11,30,17,1,1,13,16,25,23,28,17,33,34,1,1,1,1,27,20,25,23,31,31,28,17
1,1,1,1,22,22,13,11,15,12,24,17,1,1,14,16,27,29,24,17,31,32,1,1,1,1,21,20,27,29,33,33,24,17
1,1,1,1,23,25,13,1,13,1,30,17,1,1,15,16,28,26,21,18,33,34,1,1,1,1,24,20,28,26,31,31,21,18
1,1,1,1,26,24,13,1,13,1,18,15,1,1,22,21,29,27,18,15,31,32,1,1,1,1,25,23,29,27,33,33,18,15
1,1,1,1,26,25,13,11,13,11,19,15,1,1,22,18,27,29,19,15,33,34,1,1,1,1,24,23,27,29,31,31,19,15
1,1,1,1,26,25,16,1,17,1,18,13,1,1,21,22,29,27,18,13,31,34,1,1,1,1,24,23,29,27,32,32,20,13
1,1,1,1,25,24,1,1,1,1,18,16,1,1,21,22,27,29,18,16,32,31,1,1,1,1,26,23,27,29,33,33,20,15
1,1,1,1,26,24,14,11,13,11,19,15,1,1,22,18,29,27,19,15,33,34,1,1,1,1,25,23,29,27,31,31,19,15
1,1,1,1,26,24,13,1,13,12,20,15,1,1,18,19,33,31,20,15,27,28,1,1,1,1,25,23,33,31,29,29,20,15
1,1,1,1,26,25,1,1,1,1,20,15,1,1,19,17,29,31,20,15,33,34,1,1,1,1,23,24,29,31,27,27,20,18
1,1,1,1,26,24,13,1,13,1,19,15,1,1,18,22,27,29,19,15,34,31,1,1,1,1,25,23,27,29,32,32,19,15
1,1,1,1,23,26,11,11,11,11,18,15,1,1,21,22,29,27,18,15,31,34,1,1,1,1,25,24,29,27,32,32,20,15
1,1,1,1,26,23,12,11,12,12,18,15,1,1,22,21,27,29,18,15,31,32,1,1,1,1,24,25,27,29,33,33,18,15
1,1,1,1,17,17,15,13,15,14,31,31,1,1,1,1,19,19,25,25,34,33,1,1,1,1,19,24,19,19,29,29,25,25
1,1,1,1,18,18,15,13,15,13,25,25,1,1,1,1,20,20,25,25,25,25,1,1,1,1,20,17,20,20,25,25,25,25
1,1,1,1,23,23,15,13,15,14,25,25,1,1,1,1,21,19,25,25,25,25,1,1,1,1,17,17,21,19,25,25,25,25
1,1,1,1,23,23,15,13,16,14,31,31,1,1,1,1,19,19,25,25,33,34,1,1,1,1,17,18,19,19,29,29,25,25
1,1,1,1,19,19,15,13,16,14,25,25,1,1,1,1,21,21,25,25,25,25,1,1,1,1,17,17,21,21,25,25,25,25
1,1,1,1,17,17,15,13,16,14,25,25,1,1,1,1,21,21,25,25,25,25,1,1,1,1,20,19,21,21,25,25,25,25
1,1,1,1,17,17,15,13,16,14,25,25,1,1,1,1,19,19,25,25,25,25,1,1,1,1,19,19,19,19,25,25,25,25
1,1,1,1,17,17,15,13,16,13,29,29,1,1,1,1,23,21,25,25,31,34,1,1,1,1,19,19,23,21,32,32,25,25
1,1,1,1,21,21,15,13,15,14,27,27,1,1,1,1,29,29,17,17,33,23,1,1,1,1,26,34,29,29,24,24,17,17
1,1,1,1,19,19,15,13,15,14,25,25,1,1,1,1,21,21,25,25,33,34,1,1,1,1,17,17,21,21,31,31,25,25
1,1,1,1,17,17,15,13,16,14,27,27,1,1,1,1,27,27,21,21,25,26,1,1,1,1,19,20,27,27,33,33,21,21
1,1,1,1,18,18,15,13,15,14,25,25,1,1,1,1,20,20,25,25,31,31,1,1,1,1,20,17,20,20,31,31,25,25
1,1,1,1,19,19,15,13,16,14,25,25,1,1,1,1,21,21,25,25,25,25,1,1,1,1,17,18,21,21,25,25,25,25
1,1,1,1,17,17,15,13,15,14,33,33,1,1,1,1,19,21,23,23,27,28,1,1,1,1,30,29,19,21,31,31,23,23
1,1,1,1,21,21,15,13,16,13,25,25,1,1,1,1,19,17,25,25,31,31,1,1,1,1,24,23,19,17,31,31,25,25
1,1,1,1,17,17,15,13,15,13,20,20,1,1,1,1,20,20,20,20,20,20,1,1,1,1,20,19,20,20,20,20,20,20
1,1,1,1,17,17,15,13,16,13,32,32,1,1,1,1,23,25,19,19,31,27,1,1,1,1,34,30,23,25,28,28,19,19
1,1,1,1,18,18,15,13,15,13,33,33,1,1,1,1,26,26,20,20,25,24,1,1,1,1,26,17,26,26,31,31,20,20
1,1,1,1,18,18,15,13,15,13,25,25,1,1,1,1,21,21,25,25,31,31,1,1,1,1,17,20,21,21,31,31,25,25
1,1,1,1,22,22,15,13,16,13,25,25,1,1,1,1,17,17,25,25,25,25,1,1,1,1,24,21,17,17,25,25,25,25
1,1,1,1,22,22,11,11,11,11,24,18,1,1,15,16,29,27,24,18,32,31,1,1,1,1,21,17,29,27,33,33,24,18
1,1,1,1,27,27,12,1,14,13,22,18,1,1,15,16,29,25,22,18,31,31,1,1,1,1,21,17,29,25,31,31,24,18
1,1,1,1,28,28,13,11,13,11,30,17,1,1,15,16,22,24,26,17,31,32,1,1,1,1,21,20,22,24,33,33,26,19
1,1,1,1,29,29,1,1,14,1,26,17,1,1,15,16,24,22,26,17,32,31,1,1,1,1,21,19,24,22,33,33,26,20
1,1,1,1,28,28,11,11,11,11,26,18,1,1,16,15,22,24,26,18,31,30,1,1,1,1,21,17,22,24,33,33,32,18
1,1,1,1,25,25,13,1,13,1,22,17,1,1,15,16,27,29,22,17,31,31,1,1,1,1,21,20,27,29,31,31,22,17
1,1,1,1,25,25,11,13,11,13,22,18,1,1,15,16,27,27,22,18,31,32,1,1,1,1,21,17,27,27,33,33,22,18
1,1,1,1,23,23,13,11,15,11,25,18,1,1,14,16,31,31,25,18,22,28,1,1,1,1,21,17,31,31,29,29,25,18
1,1,1,1,25,25,13,11,13,11,22,18,1,1,16,15,27,27,22,18,31,32,1,1,1,1,21,17,27,27,33,33,22,18
1,1,1,1,29,29,13,1,13,1,22,18,1,1,15,16,25,27,22,18,31,31,1,1,1,1,21,17,25,27,31,31,22,18
1,1,1,1,26,25,1,1,1,1,15,15,1,1,21,22,27,29,15,15,31,31,1,1,1,1,24,23,27,29,33,33,15,15
1,1,1,1,32,26,12,1,12,12,19,15,1,1,18,22,27,29,19,15,25,31,1,1,1,1,24,23,27,29,33,33,19,15
1,1,1,1,30,25,1,1,1,1,19,15,1,1,18,22,28,26,19,15,31,31,1,1,1,1,23,24,28,26,33,33,21,17
1,1,1,1,26,25,11,11,11,11,18,15,1,1,22,21,29,27,18,15,31,31,1,1,1,1,23,24,29,27,31,31,20,15
1,1,1,1,26,25,1,1,1,1,19,16,1,1,22,15,29,29,19,16,27,28,1,1,1,1,24,23,29,29,33,33,19,16
1,1,1,1,26,25,1,1,1,1,19,16,1,1,22,21,27,27,19,16,31,31,1,1,1,1,24,23,27,27,31,31,18,15
1,1,1,1,26,25,1,1,1,1,15,18,1,1,21,22,27,29,15,18,34,33,1,1,1,1,24,23,27,29,31,31,15,18
1,1,1,1,26,25,1,1,1,1,18,15,1,1,22,21,27,27,18,15,31,31,1,1,1,1,24,23,27,27,33,33,20,15
1,1,1,1,26,25,1,1,1,1,20,16,1,1,15,19,27,27,20,16,27,27,1,1,1,1,23,24,27,27,27,27,20,16
1,1,1,1,26,25,1,1,1,1,18,15,1,1,21,22,27,27,18,15,31,31,1,1,1,1,24,23,27,27,33,33,18,17
27,28,19,19,12,25,8,6,8,6,26,21,10,10,2,18,16,13,15,30,34,33,5,4,23,23,22,29,17,13,31,31,1,3
8,8,1,1,24,25,13,15,13,15,20,21,1,1,5,5,26,28,17,17,34,33,12,7,10,10,19,30,26,28,31,31,22,23
10,10,1,1,18,20,5,5,5,5,26,31,3,3,14,9,30,28,21,21,34,33,17,15,12,12,25,32,27,28,23,23,16,19
25,24,9,9,13,14,6,6,4,6,11,12,1,1,17,15,29,21,3,5,34,33,20,18,26,26,30,23,28,22,31,31,19,16
14,14,2,2,18,9,17,10,21,10,25,24,4,4,6,1,12,22,7,7,34,33,19,26,29,29,28,27,12,20,31,31,23,16
7,7,1,1,17,18,26,26,24,24,15,30,3,3,6,5,28,21,11,11,34,33,9,10,13,13,23,16,28,21,31,31,20,19
23,23,6,6,14,1,2,2,2,2,10,11,12,12,16,15,25,29,9,8,34,33,21,18,27,27,22,20,25,29,31,31,19,17
30,27,10,10,18,9,14,14,14,14,12,12,7,7,21,21,19,19,1,1,34,33,31,31,25,25,23,23,5,5,28,28,3,3
21,21,9,9,15,15,3,3,3,3,7,7,11,11,23,23,19,19,1,1,34,33,27,27,25,25,29,29,17,17,31,31,13,13
22,22,3,3,12,20,10,8,10,6,18,19,1,1,5,9,28,32,14,13,34,33,24,21,15,15,26,25,27,31,29,29,17,7
24,21,2,5,7,10,17,11,17,11,20,15,1,3,22,22,19,16,4,6,34,33,31,32,27,27,26,25,8,8,29,29,13,14
17,19,10,14,1,15,9,3,5,3,11,12,16,13,31,27,25,25,6,2,34,33,30,32,18,22,20,21,23,23,28,28,8,7
24,25,4,4,29,9,13,1,13,1,16,20,7,7,3,6,17,22,10,11,34,33,21,19,26,26,28,30,17,22,31,31,15,12
20,20,3,3,18,6,8,10,5,10,16,14,1,1,13,15,27,29,12,7,34,33,23,19,24,24,22,26,27,29,31,31,17,9
23,26,15,13,14,16,11,9,11,9,8,4,18,22,24,25,20,17,2,3,34,33,28,29,27,32,21,19,6,6,30,30,5,1
27,22,15,7,14,16,12,8,12,9,4,3,20,20,23,17,24,19,2,1,34,33,28,26,29,30,18,25,10,10,31,31,6,5
22,22,3,3,21,12,5,10,5,10,19,24,1,1,8,7,27,29,14,9,34,33,20,13,17,17,25,26,27,29,31,31,15,16
30,23,11,14,12,13,7,7,7,7,4,3,16,17,27,21,15,22,2,1,34,33,28,28,25,25,20,24,18,18,31,31,5,5
18,18,1,1,26,23,12,12,12,12,20,11,3,3,5,9,24,27,8,10,34,33,16,17,21,21,29,30,24,27,31,31,7,6
13,13,3,3,19,20,16,5,16,5,24,23,1,1,8,7,25,27,11,11,34,33,21,22,9,9,29,28,25,30,31,31,18,15
8,8,1,1,23,25,11,10,18,16,22,19,3,3,17,7,26,32,14,12,24,34,21,20,5,5,29,28,26,32,30,30,13,15
28,30,12,5,13,15,7,1,7,1,9,3,17,29,16,14,26,25,10,4,31,34,32,33,27,18,24,19,22,22,20,20,10,6
20,17,8,7,14,13,11,10,11,9,4,6,32,34,16,15,18,18,5,1,28,33,31,30,27,29,25,26,21,21,23,23,3,2
34,33,13,14,11,10,12,3,7,4,6,5,23,22,30,19,15,15,8,2,26,32,28,28,27,31,24,25,15,15,20,20,8,1
15,16,10,10,18,21,14,20,17,19,30,26,1,1,22,9,24,31,7,4,34,33,12,13,5,5,29,23,24,31,27,27,8,3
19,19,11,11,2,4,22,14,18,13,23,24,7,7,10,5,31,33,1,3,30,21,26,17,15,15,25,27,31,33,28,28,6,9
22,22,11,11,19,13,15,1,15,2,6,3,4,4,18,20,31,24,9,7,34,33,17,10,27,27,26,21,31,24,29,29,14,8
32,28,4,1,13,7,9,11,9,8,12,14,21,21,15,16,20,19,5,2,27,31,34,33,23,24,29,30,17,17,25,25,5,2
32,23,20,18,13,17,15,6,14,7,8,5,24,24,16,19,9,9,3,1,26,30,21,22,31,28,29,27,9,9,33,33,4,1
28,18,14,13,9,3,10,8,2,1,12,7,32,34,15,16,17,19,4,5,29,33,30,31,20,23,25,24,21,21,26,26,11,6
19,20,22,21,8,8,6,17,3,18,4,4,33,34,11,11,13,13,10,1,23,24,31,31,27,27,29,30,13,13,25,25,7,1
22,24,17,23,15,16,3,13,4,5,8,14,29,30,25,18,11,11,1,6,21,26,33,33,19,20,28,27,9,9,31,31,2,6
26,25,22,18,17,9,2,8,3,1,16,19,20,20,4,4,10,10,14,6,27,28,24,23,33,33,30,29,10,10,31,31,14,6
9,16,24,21,8,23,14,5,1,2,15,19,26,25,18,22,10,10,3,6,29,31,20,17,28,27,30,32,10,10,33,33,4,6
27,28,24,24,19,18,3,3,2,12,15,16,22,22,13,9,10,6,8,1,20,17,29,30,31,31,21,26,10,6,33,33,5,14
27,31,7,6,18,16,4,8,3,5,19,17,1,1,13,9,22,20,11,15,14,26,25,24,28,28,32,30,22,20,33,33,12,10
22,28,10,10,16,15,2,1,3,3,14,7,32,31,13,12,19,19,5,8,23,21,33,33,24,24,29,30,17,17,26,26,5,8
12,22,21,20,19,10,8,7,6,5,23,11,33,33,9,16,17,17,1,4,13,26,32,31,27,28,24,25,14,14,29,29,1,1
16,22,26,23,15,5,6,2,8,1,13,7,29,27,21,14,9,9,20,3,25,28,18,19,32,24,31,30,9,9,33,33,17,3
18,22,26,25,17,5,1,2,13,3,19,7,11,11,6,4,30,20,16,14,33,34,27,28,9,9,32,29,30,20,23,23,8,14
1,1,1,1,19,19,26,22,26,28,15,15,1,1,1,1,23,30,13,13,34,33,1,1,1,1,25,21,24,29,31,31,17,18
1,1,1,1,14,13,20,30,20,20,16,16,1,1,1,1,27,19,24,24,34,33,1,1,1,1,29,15,27,18,31,31,26,23
1,1,1,1,14,13,24,24,24,24,29,30,1,1,1,1,18,19,16,16,34,33,1,1,1,1,23,28,15,19,31,31,21,21
1,1,1,1,13,14,25,21,25,21,18,17,1,1,1,1,19,30,16,15,34,33,1,1,1,1,28,23,19,29,31,31,24,27
1,1,1,1,14,13,25,28,25,28,31,32,1,1,1,1,23,27,15,15,34,33,1,1,1,1,22,21,23,30,19,19,17,18
1,1,1,1,19,20,23,24,24,24,16,16,1,1,1,1,21,29,13,13,34,33,1,1,1,1,27,28,21,29,31,31,15,18
1,1,1,1,17,20,24,23,24,24,22,21,1,1,1,1,29,28,13,13,34,33,1,1,1,1,31,32,29,27,18,18,16,15
1,1,1,1,20,19,31,29,31,30,27,27,1,1,1,1,22,25,13,14,34,33,1,1,1,1,24,21,22,25,17,17,15,16
1,1,1,1,16,15,23,23,21,21,17,18,1,1,1,1,25,28,13,13,34,33,1,1,1,1,30,27,25,28,31,31,19,20
1,1,1,1,30,26,31,28,31,28,13,13,1,1,1,1,19,23,17,17,34,33,1,1,1,1,27,25,19,23,21,21,16,15
1,1,1,1,15,17,16,13,18,14,29,30,1,1,1,1,19,21,28,25,34,33,1,1,1,1,24,23,19,21,31,31,26,26
1,1,1,1,22,19,14,13,15,16,23,23,1,1,1,1,28,26,18,20,34,33,1,1,1,1,30,25,28,26,31,31,17,21
1,1,1,1,16,15,17,13,17,14,30,29,1,1,1,1,23,25,19,19,34,33,1,1,1,1,28,27,23,25,31,31,22,19
1,1,1,1,13,13,25,15,26,16,27,27,1,1,1,1,17,23,19,19,34,33,1,1,1,1,31,32,17,23,29,29,21,21
1,1,1,1,17,17,15,13,16,14,28,23,1,1,1,1,20,21,25,24,34,33,1,1,1,1,29,30,19,21,31,31,26,27
1,1,1,1,19,20,31,13,30,14,25,25,1,1,1,1,23,21,15,15,34,33,1,1,1,1,29,32,23,21,27,27,17,17
1,1,1,1,21,29,15,13,16,13,27,27,1,1,1,12,20,24,26,22,34,33,1,1,1,1,17,18,19,24,31,31,30,22
1,1,1,1,17,16,22,13,26,14,18,23,1,1,1,1,24,27,15,21,34,33,1,1,1,1,29,30,24,27,31,31,19,20
1,1,1,1,18,21,23,17,23,22,19,19,1,1,1,1,27,25,16,15,34,33,1,1,1,1,30,29,27,25,31,31,13,14
1,1,1,1,15,14,17,13,18,16,27,27,1,1,1,1,29,32,23,20,34,33,1,1,1,1,24,22,29,31,25,25,19,21
1,1,1,1,23,22,14,12,15,13,24,19,1,1,11,16,31,27,25,20,30,29,1,1,1,1,18,17,31,27,33,33,25,20
1,1,1,1,21,26,15,11,16,13,25,17,1,1,14,12,27,32,24,18,34,33,1,1,1,1,20,22,27,31,29,29,23,18
1,1,1,1,28,27,14,12,16,12,20,19,1,1,1,15,29,24,22,17,34,33,1,1,1,1,26,23,29,24,31,31,21,17
1,1,1,1,21,21,15,13,16,14,34,23,1,1,12,11,29,26,31,19,28,33,1,1,1,1,18,17,29,26,24,24,31,20
1,1,1,1,18,17,15,13,16,14,30,21,1,1,11,12,27,25,24,21,34,33,1,1,1,1,29,19,27,25,31,31,23,20
1,1,1,1,22,17,14,11,16,11,25,20,1,1,13,15,23,28,26,19,34,32,1,1,1,1,33,21,23,28,30,30,26,18
1,1,1,1,26,24,15,12,16,14,23,20,1,1,11,13,29,27,21,17,34,33,1,1,1,1,25,19,29,27,31,31,21,17
1,1,1,1,24,24,15,13,16,14,23,19,1,1,11,12,27,28,20,18,33,34,1,1,1,1,26,21,30,28,31,31,22,17
1,1,1,1,21,22,15,11,16,13,23,20,1,1,14,12,28,26,24,18,34,31,1,1,1,1,30,17,28,26,32,32,25,18
1,1,1,1,22,23,13,11,13,11,24,19,1,1,15,16,33,31,20,17,30,29,1,1,1,1,28,18,33,31,26,26,25,21
1,1,1,1,26,24,1,12,14,12,18,15,1,1,22,21,29,27,18,15,31,32,1,1,1,1,25,23,29,27,33,33,20,15
1,1,1,1,26,25,12,11,12,12,20,17,1,1,15,16,27,29,20,17,31,32,1,1,1,1,24,23,27,29,33,33,22,17
1,1,1,1,25,23,13,11,12,13,18,15,1,1,22,21,33,31,18,15,29,30,1,1,1,1,26,24,33,31,27,27,18,15
1,1,1,1,25,23,13,11,14,11,19,15,1,1,18,22,27,29,19,15,34,33,1,1,1,1,26,24,27,29,31,31,19,17
1,1,1,1,26,25,11,11,11,11,20,15,1,1,19,18,27,29,20,15,31,32,1,1,1,1,24,23,27,29,33,33,20,15
1,1,1,1,26,24,11,11,11,11,18,15,1,1,22,21,27,30,18,15,29,32,1,1,1,1,25,23,27,30,33,33,20,15
1,1,1,1,26,23,13,11,14,11,18,15,1,1,21,22,28,31,18,15,27,30,1,1,1,1,24,25,28,31,33,33,18,15
1,1,1,1,25,23,11,12,14,12,18,15,1,1,21,22,29,33,18,15,27,28,1,1,1,1,26,24,29,33,31,31,20,15
1,1,1,1,25,24,12,11,12,12,18,15,1,1,21,22,27,29,18,15,32,31,1,1,1,1,26,23,27,29,33,33,18,15
1,1,1,1,25,23,11,11,13,13,18,15,1,1,21,22,29,27,18,15,32,31,1,1,1,1,26,24,29,27,33,33,20,17
1,1,1,1,15,15,18,13,18,14,29,29,1,1,1,1,23,20,25,25,34,33,1,1,1,1,22,17,23,21,31,31,25,25
1,1,1,1,15,15,17,13,17,14,29,29,1,1,1,1,26,24,19,19,34,33,1,1,1,1,23,28,26,24,31,31,21,21
1,1,1,1,15,15,17,13,18,14,23,23,1,1,1,1,29,25,21,19,34,33,1,1,1,1,31,32,29,25,27,27,22,19
1,1,1,1,17,17,15,13,16,13,24,24,1,1,1,1,21,23,19,19,34,33,1,1,1,1,29,30,22,26,31,31,28,27
1,1,1,1,15,16,31,13,32,14,23,23,1,1,1,1,30,29,17,17,34,33,1,1,1,1,26,25,28,27,21,21,20,17
1,1,1,1,19,19,23,13,24,14,29,29,1,1,1,1,17,15,25,25,34,33,1,1,1,1,21,22,17,15,31,31,25,25
1,1,1,1,19,19,23,13,26,14,31,31,1,1,1,1,17,15,24,24,34,33,1,1,1,1,21,22,17,16,29,29,28,27
1,1,1,1,15,15,18,13,19,14,29,29,1,1,1,1,22,20,25,25,34,33,1,1,1,1,24,17,22,20,31,31,27,27
1,1,1,1,17,17,31,13,31,14,21,21,1,1,1,1,29,27,15,15,34,33,1,1,1,1,26,25,29,27,23,23,20,19
1,1,1,1,15,16,23,13,24,14,26,25,1,1,1,1,18,20,27,27,34,33,1,1,1,1,17,22,18,20,31,31,29,29
1,1,1,1,17,17,15,13,16,14,28,27,1,1,1,1,21,19,23,23,34,33,1,1,1,1,32,29,21,19,30,30,23,23
1,1,1,1,17,17,15,13,16,14,19,19,1,1,1,1,28,26,19,19,34,33,1,1,1,1,32,25,28,26,30,30,19,19
1,1,1,1,26,25,15,13,16,14,21,21,1,1,1,12,27,29,17,17,34,33,1,1,1,1,32,31,27,29,23,23,17,17
1,1,1,1,17,17,15,13,16,14,25,25,1,1,1,1,27,19,21,21,34,33,1,1,1,1,29,30,27,19,31,31,21,21
1,1,1,1,17,17,15,13,16,14,27,27,1,1,1,1,19,21,23,23,34,32,1,1,1,1,33,31,19,21,29,29,23,23
1,1,1,1,17,17,15,13,16,14,33,33,1,1,1,1,31,29,22,21,20,26,1,1,1,1,25,19,31,29,27,27,24,23
1,1,1,1,17,17,15,13,16,14,30,29,1,1,1,1,23,20,25,25,34,33,1,1,1,1,22,19,23,20,31,31,25,25
1,1,1,1,18,17,15,13,15,14,29,28,1,1,1,1,25,23,19,19,34,33,1,1,1,1,30,27,25,23,31,31,22,19
1,1,1,1,17,17,15,13,16,14,31,31,1,1,1,1,22,19,25,25,34,33,1,1,1,1,21,24,22,19,29,29,25,25
1,1,1,1,21,21,15,13,16,14,29,28,1,1,1,1,23,25,17,17,34,33,1,1,1,1,30,27,23,25,31,31,19,19
1,1,1,1,25,25,14,1,14,1,24,18,1,1,13,16,30,28,22,18,27,32,1,1,1,1,21,17,30,28,33,33,22,18
1,1,1,1,22,22,13,11,13,11,24,18,1,1,16,15,27,29,25,18,34,33,1,1,1,1,21,17,27,29,31,31,25,18
1,1,1,1,26,26,14,12,14,13,30,18,1,1,1,16,24,22,28,18,31,34,1,1,1,1,21,17,24,22,32,32,28,18
1,1,1,1,23,22,13,11,14,11,26,18,1,1,15,16,29,31,24,18,27,28,1,1,1,1,21,17,29,31,33,33,24,18
1,1,1,1,24,24,14,11,15,11,26,18,1,1,11,16,27,29,22,18,34,33,1,1,1,1,21,17,27,29,31,31,22,18
1,1,1,1,24,24,13,11,14,11,30,18,1,1,16,15,31,31,28,18,23,22,1,1,1,1,21,17,31,31,26,26,28,18
1,1,1,1,25,28,14,12,15,12,22,18,1,1,16,11,26,29,22,18,31,32,1,1,1,1,21,17,26,29,33,33,22,18
1,1,1,1,25,25,13,11,13,11,23,18,1,1,15,16,27,29,22,18,31,34,1,1,1,1,21,17,27,29,32,32,23,18
1,1,1,1,26,26,13,11,13,11,32,18,1,1,15,16,24,22,30,18,28,29,1,1,1,1,21,17,24,22,33,33,30,18
1,1,1,1,26,24,13,11,13,11,25,19,1,1,16,15,27,29,22,19,31,32,1,1,1,1,21,17,27,29,33,33,22,18
1,1,1,1,34,25,13,11,14,11,18,15,1,1,21,22,32,28,18,15,26,27,1,1,1,1,24,23,32,28,30,30,20,15
1,1,1,1,26,25,1,1,1,1,19,15,1,1,18,22,27,29,19,15,31,34,1,1,1,1,24,23,27,29,32,32,19,15
1,1,1,1,26,25,12,11,12,12,20,15,1,1,18,19,29,27,20,15,31,32,1,1,1,1,24,23,29,27,33,33,20,15
1,1,1,1,26,25,13,1,13,1,18,16,1,1,22,21,33,31,18,16,27,28,1,1,1,1,23,24,33,31,29,29,18,15
1,1,1,1,26,25,1,1,1,1,18,15,1,1,22,20,29,27,18,15,31,32,1,1,1,1,23,24,29,27,33,33,21,15
